user_id,item_id
35,1543 2297 1223 1811 1560 1337 2528 584 1831 169
36,1583 472 1223 1811 3529 1039 2297 1337 1560 1831
37,2528 1039 132 1831 1560 2327 1315 2603 640 1956
38,1543 2528 1337 1560 1315 1831 132 472 1223 1086
39,1583 472 1543 1811 2297 1337 1039 3529 1223 1831
40,472 1543 2297 1039 1831 1337 1811 1223 1560 1505
41,472 1583 1543 2297 1039 1811 640 1831 1560 1337
42,1543 1583 472 1223 2297 1039 1811 1337 2528 1560
43,1223 1560 2528 1337 1505 1315 132 3529 1831 1811
44,1543 1560 472 1583 132 2297 1039 1223 3409 2327
45,472 1583 2297 1039 1811 1543 3529 1223 1337 584
46,472 1543 1583 3529 1811 2297 1223 1337 1039 1560
47,472 1337 3409 1223 1505 1831 1086 3151 2688 1328
48,1583 2297 1337 1811 1039 1560 1543 1505 1831 584
49,472 1583 1543 2297 3529 1811 1223 584 1560 1505
50,1543 472 2528 1337 1560 1583 1811 2327 132 3529
51,1583 1039 2297 3529 1337 1543 1811 1223 1560 1831
52,2528 1560 1315 132 2327 1505 494 2688 2784 208
53,1583 472 1543 1223 2297 1039 1811 1337 3529 584
54,1039 1337 2297 1315 2327 132 1505 2784 1086 3529
55,2528 1337 132 1505 1811 1086 2327 2784 2603 494
56,2297 1039 494 208 640 2980 1030 584 1328 2175
57,1543 2327 2636 494 1328 2688 124 3677 2222 1365
58,1543 1337 2528 472 1560 1831 1223 1315 1505 2636
59,1543 1583 2528 1223 1337 2297 1831 1086 2636 3529
60,1543 2528 1337 1560 1039 1583 2297 3409 1505 494
61,1543 472 1039 1337 1560 1811 2528 3529 1223 3409
62,1543 1039 1560 2528 3409 1337 1315 132 1811 1223
63,1543 1811 2297 3529 1039 1223 1560 1337 584 640
64,1583 472 1543 1039 1223 3529 1811 2297 1337 1831
65,1337 2528 3409 472 1560 1223 132 1315 2327 1811
66,1543 2528 1583 1039 2297 1831 132 1505 1811 2327
67,2528 2297 1337 3409 1223 1831 1086 494 169 1811
68,472 1583 1543 3529 2297 1223 1811 1337 1039 1560
69,1543 1337 1086 1811 1057 124 2175 523 3005 785
70,472 1337 132 2784 1505 1086 2603 36 3151 1279
71,1543 1039 1337 2297 3409 1583 132 1315 1811 1560
72,1039 1337 2528 2297 132 2327 1505 3529 494 2784
73,1543 2528 1337 472 1583 2297 1560 1039 1811 1315
74,1543 2528 1039 1223 1831 2297 2636 2603 2210 1086
75,1543 472 1039 2528 1560 132 1505 1811 1315 2327
76,1543 2528 1337 1831 3409 132 1505 2210 2784 1956
77,1543 1337 132 1505 3529 2327 2784 2636 1086 494
78,1583 2528 1337 2327 2603 1956 2636 2688 169 584
79,1543 472 1337 3409 132 1315 2327 2636 3529 2784
80,1337 2528 1039 132 2784 1086 2603 494 476 2636
81,1543 1583 1039 1337 3409 132 1505 2297 1831 1315
82,1583 1543 3529 1811 2297 1223 1039 584 1831 1505
83,472 1583 1543 2297 1223 3529 1811 1337 584 1560
84,1543 1223 1811 1831 1560 3529 2528 1505 1315 2327
85,1583 472 2297 1337 3529 584 1560 2528 1831 1505
86,1583 472 1543 1811 1337 1223 3529 1039 2297 584
87,1543 472 1583 2297 1560 3529 1337 1039 1505 1223
88,2528 2297 1337 2327 132 3409 169 640 2636 2603
89,1583 1543 1223 1039 1831 3529 2528 132 1505 1315
90,1543 1583 1039 2297 1337 132 2528 1811 2327 3409
91,1543 2297 1505 1086 169 2636 1956 3677 2980 584
92,472 1543 1337 1039 584 2528 640 132 2327 2636
93,472 1039 1337 1583 1315 132 640 3013 1956 2603
94,472 1223 1039 3529 1337 1560 584 1831 2528 640
95,1543 2528 132 1560 3409 1315 1811 1505 3529 2327
96,472 2297 1039 1543 1223 3529 1811 1337 1560 2528
97,472 1039 1543 2297 3529 1811 1223 1337 584 2528
98,1583 1811 1039 1543 1223 3529 2297 1337 1560 584
99,1543 2528 472 1560 3409 1315 132 1505 1811 3529
100,1543 1583 2528 472 1337 1039 1560 1315 2327 1505
101,1583 472 2297 1039 1337 1831 1811 2528 1505 2327
102,1583 1543 3529 1811 2297 1039 1223 1337 584 1831
103,1583 472 1543 1811 1223 1039 2297 1337 584 1560
104,1583 1223 1543 2297 3529 1039 1811 584 1337 1560
105,472 1583 1543 1223 2297 1039 1811 1337 3529 1505
106,472 2297 1337 1039 1560 1505 2528 476 1315 169
107,1583 1543 1039 1811 2297 1337 3529 1560 584 1505
108,1543 472 2297 1039 1337 1560 1223 1811 1315 1505
109,472 1583 1543 1223 2297 1811 3529 1560 584 1831
110,1583 2297 1223 1039 3529 1811 1337 1831 1505 2528
111,1337 2528 132 3529 2327 169 2636 1086 2784 494
112,2528 1039 2297 2327 1560 132 1811 1086 2603 2784
113,1543 1583 2528 132 1831 1811 1505 2603 169 2327
114,1543 1560 1337 1583 1039 3409 1223 2297 1315 1831
115,1583 1337 2297 1039 132 1315 1811 3409 1505 2327
116,1583 1543 1811 1039 1223 3529 584 1831 2528 1505
117,472 2528 1560 1337 3409 132 1811 2327 2603 640
118,1583 1543 1811 1223 2297 1039 1337 3529 1560 584
119,1543 472 2297 1811 1337 1039 1223 3529 1560 1831
120,1543 1583 1039 2297 3529 1223 1811 1337 1560 132
121,472 1223 1543 3529 1039 1811 2297 1337 1560 584
122,1543 2528 132 1560 2327 1505 1811 1086 2210 169
123,1543 1583 472 1223 1831 1560 1039 2297 1811 1337
124,1543 2528 1560 132 1337 1831 1811 3409 1223 3529
125,1583 1039 3409 1831 132 1337 1315 1560 1811 2327
126,1583 1039 2297 3409 1831 132 2603 1505 2784 494
127,1543 2297 1811 1223 3529 1560 1831 2528 132 640
128,3409 1337 132 494 2784 1505 2980 2636 3529 3151
129,1543 1039 2528 3529 132 2327 3409 1315 584 1086
130,1583 1543 2297 1039 1811 1337 1505 1831 1560 2528
131,1543 2528 1583 1039 1337 2297 1831 2327 132 1315
132,472 2297 1583 3529 1337 1811 1039 1223 1560 584
133,1543 472 1039 3409 1560 2528 1223 1337 1811 132
134,1583 1543 2297 1223 1337 1039 1560 1811 1831 1505
135,2528 1337 2784 1086 3529 2603 1328 3022 494 3677
136,1543 1583 1337 472 2297 2528 1831 1315 2327 132
137,1039 1583 2528 3409 1315 2327 132 2297 1505 2784
138,1560 132 1811 1315 2784 3151 169 3677 494 640
139,1543 472 1583 1337 2297 1039 1560 1831 2528 3529
140,1583 1543 1223 2297 3529 1811 1560 2528 584 1505
141,1543 1583 1039 3529 1811 1223 1831 1505 640 2528
142,472 1543 1811 1039 1337 1560 1831 2528 584 640
143,472 1583 1543 1039 3529 2297 1223 1811 1560 1505
144,1543 1560 472 2528 1337 1315 3409 2327 132 3529
145,1543 1583 2297 472 2528 1337 3409 132 1811 1315
146,1543 1583 2297 1337 1039 1811 3529 1560 1505 1831
147,1543 1583 1337 2297 1223 1560 1039 1505 1831 132
148,1543 2528 1560 1315 1086 1831 2327 3529 2603 1811
149,1337 472 1831 1811 1315 3529 1086 640 2636 3677
150,1543 2528 1337 1583 1039 1505 132 2327 1811 169
151,472 1223 1337 1505 1560 132 584 1315 463 124
152,2528 494 1956 382 774 523 2222 79 1510 1140
153,472 1543 1583 2297 1223 1811 1337 1560 1831 640
154,1811 2327 2636 494 208 2784 3677 1279 1057 382
155,472 1583 1223 1543 3529 1811 584 1560 1337 1831
156,472 2297 1337 1811 1315 132 2327 169 1086 2784
157,472 1583 1543 2297 1811 1223 1039 1337 1831 1505
158,2528 1583 1039 3409 2297 2636 1811 1086 2603 3529
159,132 1039 1505 1086 2784 3151 494 2636 2603 208
160,1337 1831 1315 2297 1505 2636 2603 208 2960 2210
161,1543 1039 2297 2528 1560 132 1223 2327 3529 1505
162,472 1583 1543 3529 1223 1039 1337 1811 2297 584
163,1543 1337 1583 1560 1505 3529 132 2327 3409 476
164,2528 2297 1560 1831 1315 132 169 2327 2603 1956
165,2297 3529 1583 1811 1543 1223 1560 1039 1337 584
166,1583 1543 472 2297 1560 1337 1831 1811 2528 132
167,472 1583 1543 1223 2297 1811 3529 584 1337 1831
168,1543 472 1337 1583 2297 1039 3529 2528 2327 132
169,1583 1560 1223 2297 1315 2327 1831 494 2636 1811
170,1543 1337 1560 132 1223 1315 1505 2327 2603 1086
171,1583 1543 1223 1039 1811 2297 3529 1337 1560 1505
172,472 1039 2528 1583 2297 1811 2327 1831 132 1223
173,1583 1543 3529 2297 1811 1337 1039 584 2528 132
174,1583 2528 1337 2297 132 3409 1223 1315 1831 2784
175,2528 2327 132 1811 1505 494 2603 2636 3529 169
176,472 2528 1039 1337 1583 132 1811 1315 3409 3529
177,1543 2297 1583 1337 3409 1811 3529 1505 2327 2784
178,2528 1560 1337 1505 2327 2603 1086 1956 382 1328
179,472 2297 1543 1583 3529 1039 1811 1337 1223 1560
180,1543 3409 1039 472 1583 2297 1560 132 1337 1315
181,472 2297 1811 1337 1560 584 1831 2528 640 1956
182,472 1543 1223 1811 3529 2297 1039 1337 584 1505
183,472 1543 1223 1560 1811 1337 1831 132 2528 1315
184,1583 1543 472 3529 1337 2297 1223 1039 2528 584
185,1543 1039 1583 1560 1337 132 1315 2297 1505 1831
186,1543 472 1583 2297 2528 1039 1337 1831 1223 1811
187,472 1583 3529 1039 2297 1223 1811 1337 1505 132
188,1543 472 2528 1560 1505 1811 1086 2636 476 36
189,1337 1583 2297 1560 1086 2210 494 2784 584 208
190,1543 472 1583 1039 3529 1337 1560 1223 1831 1505
191,1583 1337 2297 2528 1811 1831 2327 640 584 3022
192,2528 1337 1560 472 1315 2327 132 1086 1505 169
193,1583 1223 1543 1811 1039 2297 3529 1337 584 1831
194,472 1583 2297 3529 1337 132 1560 1831 640 1505
195,1583 2297 1831 1337 1811 3529 1505 2528 3409 132
196,1543 1039 2528 3409 2327 132 1956 2636 2784 494
197,472 1543 1583 2297 1811 1223 1337 1505 3529 1560
198,472 2528 1337 3409 132 1560 3529 2327 1505 2784
199,472 1583 1223 2297 1039 3529 1337 1543 1811 1560
200,2528 1583 2297 1039 1315 1505 1811 132 2327 1831
201,1543 472 2528 3409 1337 132 1315 2327 3529 2784
202,472 1543 1811 3529 1223 1039 584 1560 1505 1831
203,472 1583 1543 2297 1811 1223 3529 1039 1560 1831
204,1583 1543 3529 1811 1223 1337 1039 2297 584 1560
205,1583 1223 2297 1039 1337 1560 1831 1505 3529 584
206,472 1583 1543 3529 1811 2297 1337 1223 1039 2528
207,472 1543 1583 2297 1039 1223 1811 1337 1831 1560
208,472 1583 1543 1811 1223 3529 2297 1337 1039 584
209,1543 472 1337 1039 2297 1811 1223 1505 1831 3529
210,472 1583 1039 3529 2297 1223 1543 1337 1811 1831
211,472 1543 1811 1223 3529 2297 1560 1337 584 1505
212,1583 1543 1811 2297 1223 1039 3529 584 1337 1505
213,472 1543 1039 1223 3529 1811 1337 1560 584 2528
214,472 1337 3409 2528 132 1560 2327 1086 2784 494
215,1543 472 1583 3529 1223 1337 1560 1831 132 1505
216,1543 2528 472 1560 1337 2297 1811 3409 1831 2327
217,1543 472 1337 1039 132 1560 1505 1315 3529 1223
218,1543 1583 1039 472 2297 2528 1560 1223 1315 1505
219,472 1583 1543 1223 1811 3529 1039 2297 1337 584
220,2297 1039 1831 1337 1811 2528 132 640 584 3409
221,1543 1583 2297 1039 3529 1337 132 1223 1560 1505
222,472 1315 1811 132 1560 3529 2327 1086 2784 2636
223,1583 1337 1039 2297 2528 1811 132 2327 3529 1505
224,1583 472 1337 1039 1811 1831 1223 2528 1505 132
225,1543 1583 2297 1337 472 132 1560 3409 1811 1831
226,3529 2327 382 494 3151 1186 1328 1365 2222 333
227,1543 472 2528 1223 1560 132 1811 1315 3529 2327
228,1543 2528 472 1583 1560 132 1223 1831 1811 1315
229,1039 472 1337 1560 2297 1831 1315 1505 2327 3529
230,1583 472 1543 3529 1223 2297 1811 1039 1337 1505
231,472 1583 3529 1543 1811 2297 1039 1223 1337 1560
232,1543 1337 1560 1811 1039 1831 2528 1505 3409 132
233,1543 1583 1337 3529 2528 1223 1560 1811 1831 1315
234,1583 1337 2297 1831 1560 1315 3409 1811 1505 1086
235,1583 1543 1811 1223 1039 2297 3529 1337 1560 1831
236,1543 472 1560 3409 132 1505 3677 3151 2603 494
237,472 1039 1315 1505 2327 132 2784 3151 1086 2636
238,1543 472 2528 1337 1223 3409 132 1505 1315 2327
239,472 1583 1543 2297 1039 1811 1223 3529 584 1337
240,1543 2297 472 1223 1811 132 1505 2327 3529 2784
241,1337 1560 2327 2784 1086 2688 36 208 1328 382
242,1560 3409 1831 1086 2636 2784 2603 1811 2980 1328
243,1583 1223 1811 2297 1039 3529 584 1337 1560 1831
244,472 1583 1543 2297 1811 1039 1505 1560 1831 2528
245,472 1583 2297 1039 1223 1811 3529 1337 584 1505
246,1543 1811 584 1560 132 2528 1505 1831 1956 3409
247,1543 1811 3529 1223 1039 1337 1560 1505 640 463
248,472 1543 1223 1811 1337 1505 1560 2528 584 132
249,1039 2528 1337 1831 3409 1583 132 1223 1505 3529
250,132 2784 494 2688 3022 1030 3151 406 3013 523
251,472 2297 1583 1543 3529 1039 1811 1560 1337 1223
252,472 1543 1223 2297 1337 1039 1811 1560 1831 1505
253,1583 1543 1039 1811 3529 1223 1337 1560 1505 1831
254,1583 2297 1223 3529 1543 1039 1811 1337 1560 1831
255,1543 2297 1583 1086 1505 2327 2784 494 3151 1956
256,2528 1337 132 2297 472 1505 1811 2327 3529 169
257,472 1543 1223 584 1337 1811 2528 1505 640 132
258,1543 1583 1223 1315 1337 2327 1086 132 2603 2636
259,1583 472 1543 1223 1039 2297 3529 1337 584 1831
260,1543 472 1583 1337 1039 1223 2528 2297 1811 1505
261,1543 1583 132 2528 1223 3409 2297 1560 1086 1505
262,1337 3151 3677 1057 523 79 2222 774 467 732
263,1543 1583 1337 1223 1039 132 2297 3409 1505 1086
264,1543 1583 1337 1039 1560 132 2327 3409 1223 1811
265,1337 2528 1315 132 1811 1086 3677 169 3151 494
266,1583 472 1543 1223 2297 1039 1811 1560 584 1505
267,1543 2297 1583 472 1039 1337 2528 1560 1315 1811
268,472 2528 1811 2297 1831 1223 1560 132 1505 2327
269,1560 1223 1337 3409 1315 1086 494 3151 2636 382
270,1543 1039 1583 2528 1831 2297 2327 1505 2603 2784
271,472 1583 1543 2297 1811 3529 1039 1223 1337 584
272,1583 1223 2297 1039 3529 1337 1505 1811 1560 132
273,1583 2297 1039 1223 1811 3529 1337 1831 2528 584
274,1543 472 1039 1583 1560 1337 1831 1811 132 1315
275,1583 1543 3529 2297 1811 1039 1560 1337 2528 584
276,1543 1039 2297 472 2528 1560 1315 3409 1505 132
277,1583 1543 1223 3529 1039 1811 2297 1337 1560 1505
278,472 1337 2528 1811 132 1560 1315 1505 2327 2636
279,1543 132 1505 1315 494 2688 3151 1956 1328 1510
280,472 1543 3529 1223 1039 1337 1811 1831 1505 2528
281,1543 472 1560 2528 1811 1223 1315 132 640 1505
282,1583 472 1543 1811 1039 1223 1337 1560 1831 584
283,1543 1583 2297 1337 1560 1039 1811 1223 3529 1831
284,1543 1583 2528 132 3409 2297 1315 2784 2688 1086
285,1543 1583 472 1039 2297 1337 1811 1505 584 132
286,1543 2528 1039 1560 3409 132 1315 1505 1831 169
287,2528 1223 132 2327 1315 1811 1505 2784 2603 3151
288,1337 472 1039 1223 132 1560 1831 1505 2327 2784
289,1543 1337 1039 2297 1560 1583 1831 3409 1223 2327
290,1039 2528 1086 494 3022 790 333 2768 732 1592
291,1543 2297 1811 2528 1831 584 640 2327 1956 1316
292,1543 1583 472 1039 2297 1831 1811 1223 3529 1560
293,2528 1337 3409 1831 1315 2327 1811 132 1086 3151
294,1543 1337 2528 472 1223 1315 3409 1560 132 1086
295,1543 2528 1337 1039 472 1560 3409 1811 132 1223
296,1543 472 1583 2297 1223 1811 1560 1039 3529 1505
297,1543 1039 1337 2528 472 1560 1223 3409 1505 132
298,2528 472 1223 1831 2327 132 1505 3529 1086 2636
299,1543 2297 2528 1560 1315 3409 132 2603 169 494
300,2528 1039 132 1831 2327 2784 2603 494 2636 169
301,1543 472 1039 1560 2528 132 2327 1223 3409 3529
302,472 1543 2297 1223 3529 1811 1039 1337 132 1831
303,1583 472 1543 1223 1811 3529 1039 1337 2297 1505
304,1543 472 1039 1337 2297 132 1583 2528 1811 1560
305,1583 1543 2297 1039 1337 1811 1223 1831 3529 1560
306,472 1583 1543 1223 1811 2297 3529 1337 1560 584
307,1543 132 2327 1315 494 2784 208 1186 1328 1279
308,472 1223 2297 1811 3529 1337 1505 584 1560 1831
309,1543 472 1811 1337 1223 2528 1560 3529 132 1315
310,1583 472 1543 1223 3529 2297 1039 584 1505 1560
311,1543 2528 472 1831 3409 132 2327 1315 1505 2603
312,472 1337 2528 3529 1505 132 2784 2636 36 494
313,2528 472 1337 1560 1039 3409 1223 1505 132 1315
314,1583 3409 2528 2327 2297 1831 1560 1223 1315 132
315,1543 472 1583 1039 2297 1560 1223 1831 3529 1505
316,1543 1583 2297 1039 1223 1811 3529 1337 584 1560
317,472 1560 1337 3409 132 1315 1505 2784 1086 169
318,472 1543 1811 2297 1337 1831 584 1560 2528 640
319,472 1583 2297 1543 1811 1039 1337 1560 2528 1505
320,1583 3409 472 1039 132 2297 1223 1337 1560 1831
321,1543 472 1337 1583 2528 132 1315 3529 2327 2784
322,2528 132 1315 2327 1956 3677 2636 494 1057 1328
323,1223 1279 1365 1057 382 333 523 406 2256 2584
324,1543 1583 1039 1337 2297 1560 1831 3529 1223 132
325,1583 472 1543 2297 3529 1223 1039 1811 584 1337
326,472 1543 1811 1223 1337 3529 1039 1560 1505 2528
327,1543 1583 1039 2297 1223 1831 1560 2528 1811 3529
328,1543 1337 1560 3409 1831 1505 2327 3529 169 494
329,472 1583 1039 1543 1223 2297 1560 584 1505 2528
330,1583 472 1543 1223 1039 3529 2297 1337 1811 584
331,1543 1039 2528 1583 1560 3409 1337 132 1505 1831
332,1543 1337 1039 3409 1831 2297 1223 1560 2327 132
333,2528 1315 2603 1086 1811 2636 1956 2980 476 3677
334,1583 472 1543 1223 1811 1039 2297 3529 584 1337
335,1543 1583 1039 2297 1337 2528 132 2327 1505 2784
336,472 1583 2297 1039 3529 1337 1543 1811 1223 1560
337,472 1583 1543 3529 2297 1223 1039 1811 1337 1831
338,1543 3529 1223 1039 2297 1811 584 1337 1560 1956
339,1337 1583 1039 2297 1560 1505 1223 132 1831 3409
340,1543 2528 1223 1560 1337 3409 2297 2327 1811 132
341,1543 472 1337 1039 1583 1315 1831 1505 132 1223
342,1543 1223 1039 1811 3529 2297 1337 1560 584 1831
343,472 1543 1583 3529 2297 1039 1811 1337 1560 1223
344,2528 1337 1560 1811 132 2327 1956 494 2636 2784
345,472 1543 1223 584 1337 1811 1560 1505 1831 2528
346,472 1583 1543 3529 1337 1039 2297 1223 1811 1505
347,1337 472 1560 1223 1315 3409 132 2327 1505 1831
348,2528 1223 3409 1039 2297 2327 132 1505 1831 2636
349,1831 1223 1505 2603 1086 2784 640 1328 1956 36
350,1543 1337 2297 472 1583 2528 1560 132 1811 3409
351,472 1583 1543 3529 1039 2297 1811 1223 1831 640
352,1543 1583 2297 1337 2528 1223 3409 132 1831 1315
353,1543 472 1831 1560 2327 1086 3529 2636 169 3151
354,1583 1543 3529 1039 1223 1560 1811 1505 132 2528
355,3409 2297 1560 1583 1223 3529 1086 1505 2327 2784
356,1223 1543 2297 1811 3529 1039 1337 1560 2528 640
357,1543 1583 2297 1337 1811 1039 3529 1831 1505 1223
358,1583 1039 2297 3529 1337 1811 584 1560 1831 2528
359,1337 1583 1831 2784 1086 1956 640 3677 2980 1365
360,1543 1039 2297 1583 1337 3529 1560 132 2528 3409
361,472 1583 1543 3529 2297 1223 1811 1560 1337 2528
362,1543 472 1337 1039 2528 2297 1223 1560 1505 1811
363,1543 472 1337 1223 3409 1315 1811 3529 1086 2784
364,472 1583 2297 1039 3529 1811 1337 584 640 1831
365,1583 1811 1039 2297 3529 1337 1560 584 1831 1505
366,1543 472 2528 1560 1831 1223 1039 1811 1505 2327
367,1543 1039 1583 3409 132 2297 2528 3529 1223 1831
368,472 1543 2297 1811 3529 1039 1337 1223 1560 1831
369,1543 472 3409 2528 1337 1223 132 1315 1560 1505
370,1543 472 2528 1223 1831 3409 2327 1086 1811 1505
371,1543 472 1337 1560 2528 1223 132 1811 1315 169
372,472 3529 1543 1223 1039 2297 1811 584 1337 1560
373,1543 1223 2528 1315 1831 472 132 1560 1811 2636
374,472 1583 1543 2297 1039 1811 1505 1223 1560 132
375,2528 1337 1560 2297 1811 1505 1315 3529 2636 2603
376,1543 1811 1223 1560 3529 1337 584 2528 640 169
377,1543 1337 472 1560 2297 1223 1811 132 1505 3529
378,1543 1039 1560 2528 3409 1337 1223 1811 2327 1315
379,1543 472 1560 1039 1831 1337 1505 2528 584 132
380,1543 472 1583 2297 2528 1831 1560 1223 1505 132
381,1543 472 1337 1583 2297 3529 132 1505 2327 1315
382,1337 1560 3409 2297 3529 1831 1505 2636 2980 1811
383,1337 2528 1560 132 3409 1505 2784 2603 1086 2210
384,1543 1337 472 1583 1039 1831 1223 3409 1505 1315
385,1543 1337 2528 1223 472 1560 2327 2636 1811 1086
386,1543 1583 2297 3529 1811 1223 1337 1560 1505 2528
387,1543 1583 472 2297 1039 1811 584 1505 2528 1560
388,1543 1560 1583 1337 1039 1315 132 2297 1831 1086
389,472 1583 1543 1039 1811 2297 1337 1505 2528 640
390,1543 472 1583 1560 1811 1337 1223 1831 2528 1505
391,1543 2297 1560 1811 1337 3529 1223 1039 2528 1505
392,1583 1543 3529 1223 1039 1811 2297 1337 1560 1831
393,1583 1039 1337 2528 132 2297 1505 1811 2636 494
394,1543 1583 1337 2528 2297 1831 1560 1811 1315 2327
395,1543 472 1583 2297 3529 1223 584 1811 1337 1039
396,1543 1583 3409 2528 1337 2297 1560 1505 1315 2327
397,472 1583 1543 3529 1811 1223 1039 1560 1337 584
398,1543 1039 2528 1315 132 2327 1831 3409 2603 1223
399,1583 1543 1337 1811 3529 1039 2297 1223 1560 1505
400,472 1543 1811 1223 1583 1039 3529 1337 584 1831
401,1039 1560 1811 476 208 1956 2688 1328 774 2256
402,1543 1039 472 2297 1337 1223 3409 1560 132 1831
403,472 1543 2297 3529 1811 1337 1039 1223 1560 1505
404,1543 2528 1337 1583 1039 2297 1560 3409 1811 1315
405,472 1583 1543 1039 3529 1223 1337 2297 1505 584
406,1543 1039 472 1583 2528 1560 3409 2297 132 1315
407,1583 1223 2297 1337 3529 1039 1505 640 1831 1956
408,1543 472 2528 132 169 1086 2603 494 640 3151
409,1560 1039 1223 1831 3409 132 1315 2327 1811 2603
410,472 1831 3409 2528 2327 1505 2636 1086 494 124
411,1583 3529 1337 640 584 1505 1560 1831 132 463
412,1039 1337 1223 1505 2297 2528 1831 1811 1315 3409
413,1543 2528 1583 1337 3409 1223 132 1505 2327 3529
414,472 1543 1560 1223 1811 1337 3529 2528 1505 132
415,1583 472 1223 2297 1039 3529 1337 1560 584 640
416,1543 472 3409 2528 132 1560 1315 1223 1811 3529
417,1583 1543 1811 1223 3529 2297 1039 1337 1560 1505
418,1039 1583 1337 472 132 3409 2297 1505 1831 3529
419,1583 3529 1543 2297 1039 1811 1560 1223 1337 2528
420,472 1583 1543 3529 1811 2297 1039 1223 1337 1560
421,1543 1223 2528 1560 132 1315 2327 2784 1811 1505
422,1583 132 3409 1337 1223 1811 1505 169 2784 1086
423,1543 472 2297 1223 3529 1337 1560 1831 1315 1956
424,1543 1583 2297 472 1039 1223 1811 1560 1831 3529
425,1039 1583 1337 1560 2528 3529 1811 2327 1505 1315
426,1560 132 1337 1086 3529 1505 494 36 79 1365
427,472 1583 1543 3529 1811 1337 584 1505 132 1560
428,2528 3409 132 1505 169 494 1811 2603 36 382
429,1583 472 1039 2297 1223 1337 3529 1811 1560 584
430,472 1831 3409 1337 132 2327 1811 1505 2636 3529
431,1583 1543 1811 1039 3529 2297 1337 1505 640 2528
432,1583 472 2297 1039 1811 1560 1337 584 1831 2528
433,1543 472 1560 1337 2528 3529 1039 1583 1831 1811
434,1543 1583 2297 1039 1811 1560 1337 1505 1831 2528
435,2528 1223 1560 3529 2636 2784 3151 3022 476 2980
436,2297 1223 3529 1039 1337 584 1560 2528 1505 1831
437,1543 1337 1583 1560 1039 472 1315 132 2327 1811
438,1543 1583 472 1039 2528 2297 1560 132 1831 3529
439,1337 1315 3409 132 1223 1560 1505 2327 2784 1086
440,1583 472 1543 1223 1039 2297 1811 1337 1560 1505
441,1543 1583 1811 3529 2297 1223 584 1560 1505 2528
442,2297 1543 1223 1811 1560 1337 1831 1505 584 463
443,472 2297 1223 1337 3409 1831 132 1811 1315 1505
444,1543 472 1223 3409 1337 2528 1315 2327 2603 1505
445,1543 1583 2528 472 1337 3409 1223 1315 1831 132
446,472 1583 3529 1543 1223 1811 2297 1337 1560 584
447,1543 1039 1223 1583 2528 3409 1831 472 1560 1315
448,1543 1583 472 2297 1337 1223 1039 1831 1811 1560
449,472 1583 1543 1039 3529 1223 1811 2297 1337 1831
450,1583 2297 1039 1337 2528 1811 1223 2327 1505 1315
451,1543 1337 1039 1583 3409 1505 1831 2297 1560 132
452,2528 1831 132 1811 1505 2636 2603 2784 1956 494
453,472 1543 1583 1223 1337 2297 1039 3529 1505 1831
454,2528 1223 1560 3409 1505 132 2603 169 3151 2636
455,1543 1039 2528 2297 1583 472 1223 3409 2327 1811
456,1543 1583 472 1039 1223 3529 1831 1560 132 1505
457,472 1583 1543 3529 1223 1039 1811 2297 1337 1560
458,1583 1543 1223 2297 1039 1811 1337 1831 640 2528
